1,allah,Allah
5,χɨl,hand
2,išleg,use
1,kowχa-je-d,elder-OBL-ATTR
1,jakʷ-a-s,morning
2,edemi-jer,man-PL
1,awar-a-ra,Avar-OBL-ERG
12,χɨnɨχ,child
2,mahid,dead
2,gim-a,square-IN(ESS)
1,χɨladi,earthen.roof
2,mahit-a-d,dead-OBL-ATTR
1,xesɨm-a,face-IN.ESS
1,tu=xa,spit=ADD
1,abɨr-sɨz,respect-CAR
1,χaja,consсience
7,did,father
1,jik',heart
1,ul-ä,eye-IN.EL
1,naʁʷ,tear
1,juldaš-ir,friend-PL
1,su,what
1,sɨr,grave
1,kowχa-je-ra,elder-OBL-ERG
1,muˤɢʷ-u-s,village-OBL-DAT
1,asar=xa,calm=ADD
1,ǯins,breed
1,muˤɢʷ-u-kan,village-OBL-COM
1,kowχa-wal-i,elder-ABSTR-SUP.ESS
4,ǯamaʔat-i-ra,people-OBL-ERG
5,malla,Mullah
1,nasredin,Nasredin
6,dur,name
1,un,sound
1,ǯamaːˤt-i-ra,people-OBL-ERG
2,nasredin,Nasreddin
1,kowχa-wal-e,elder-ABSTR-SUP.ESS
1,ǯamaʔat-i-d,people-OBL-ATTR
1,haɢ,law
1,nasredin-ɨ,Nasredin-SUP.ESS
1,ǯamaʔat-i-kʷan,people-OBL-COM
1,ara,gap
1,zakon,law[R]
1,haˤɢ,law
1,guǯ-a-guǯ,strength-?-strength
1,forma-i-kʷan,form[R]-OBL-COM
1,nasredin-da,Nasreddin-APUD.ESS
5,ǯamaʔat,people
1,iǯilas-de,gathering-ATTR
1,ses,sound
2,kar-i-ma,thing-OBL-LIM
3,χabar,news
1,ses-ɢa,sound-?
3,jer-ibiš-e,place-OBL.PL-ERG
1,jer-i-biše,place-OBL-PL.OBL-DAT
1,selsowet-waldɨ=xa,village.council[R]-ABSTR=ADD
1,kowχa-waldɨ=xa,elder-ABSTR=ADD
1,hɨld-i-s,summer-OBL-DAT
1,ijulʲ,july[R]
1,ijulʲ-e-d,july[R]-OBL-ATTR
1,eχir-mɨ-s,end-OBL.PL-DAT
1,awgust-a-d,august[R]-OBL-ATTR
1,načala-jmɨ-s,beginning[R]-OBL.PL-DAT
3,xɨle,woman.PL
2,marzavanʲa,Marzavanya
1,sɨwa-a:,mountain-IN.EL
1,xač-alɨ-χda,blueberry-OBL-SUB.ESS
2,aʁɨl-mɨ-da,aril-OBL.PL-SUP.ESS
1,ele-d,up-ATTR
1,bɨnij-a,mountain.camp.OBL-IN.ESS
1,el-a,up-EL
1,haq'-bɨr,ravine-PL
3,xač-bɨr,blueberry-PL
2,ele,up
1,haq'-ɨl-ma,ravine-OBL-LIM
1,xač-al-mɨ-χda,blueberry-OBL-OBL.PL-SUB.ESS
1,ɢaradaʁ-a-d,Qaradag-OBL-ATTR
1,begik=xa,hill=ADD
1,č'irč'ik,field.PL
1,xač,blueberry
1,ʁɨˁr=xa,hare=ADD
2,χɨnime-š-is,child.PL-OBL.PL-DAT
1,ʁɨˁr-ar=xa,hare-PL=ADD
1,haˁwas,wish
1,jaq'-bɨr,laugther-PL
1,zarafat-bɨr,joke-PL
1,habajikan,?
1,baχn-ɨj-kan,cause-OBL-COM
1,hawɨ-ji,air-ONL
3,χɨrɨda,far
1,gaš-dɨ,hunger-ATTR
2,daˤʔwi-je-d,war-OBL-ATTR
1,maˤhraba,war
1,dušman-ar,enemy-PL
1,nemc-ar,German.PL
2,gal-a,Gal-IN.ESS
2,gwalaχ-bɨr,work-PL
2,čapar,fence
1,dawar-a-χda,cattle-OBL-SUB.ESS
1,χɨl-i-da,hand-OBL-APUD.ESS(?)
3,tike,piece
6,xɨw-a-d,bread-OBL-ATTR
6,waχt-ind-e,time-OBL-IN(ESS)
1,raˤɢ-a,road-in(ess)
1,safar-de,way-?
1,juldaš,friend
4,urus,Russian
1,urussat-dʲ-a:,Russia-OBL-IN.EL
1,χɨnχ-ɨ-d,child-OBL-ATTR
1,sen=kal-dɨ,year=SIMIL-ATTR
1,t'it'-e-χda,nipple-OBL-SUB.ESS
2,sɨdɨ-χda,year.OBL-SUB.ESS
1,xɨle-š-ikan,woman.PL-OBL.PL-COM
1,juš-e,night-IN.ESS
1,lec'-ur-da,river-OBL-APUD.ESS
1,kura,Kura
1,gal,piece
2,raˤq-na,road-?
1,č'arlaˤmp',IDEOPH
2,ses,voice
2,xɨdɨl-now-a,woman-OBL.H-ERG
4,riši,sister
3,kumag,help
1,guǯ-e-kan,force-OBL-COM
1,ǯen-di-da=xa,body.OBL-OBL-APUD.ESS=ADD
1,t'it',nipple
1,elig,?
1,minnat,request
3,allah-a-d,Allah-OBL-ATTR
3,ul-i-χda,eye-OBL-SUB(ESS)
1,jüzüqara,sinner
1,lec'-ur-a,river-OBL-IN.ESS
3,lec'-ur-dɨ,river-OBL-ATTR
1,čejlaʁ-a,riverside-IN
1,kab-a,riverside-IN
3,wɨɣle,man.PL
1,ʁɨˁld-i-dɨ,summer-OBL-ATTR
1,waχt-ind-e,time-OBL-IN
2,sur-u=xʷa,side-OBL(SUP)=ADD
3,xij-e,water.OBL-IN
2,lec'-ur-a,river-OBL-IN
1,samur,Samur
1,ɢɨrʁɨ-da,shore.OBL-APUD
1,sulejman,Suleiman
4,babadid,grandfather
1,haǯi,Hazhi
1,haraj,cry
1,χɨnχ-ɨ-s=xa,child-OBL-DAT=ADD
1,did-ɨ-la,father-OBL-SUP.EL
2,lec'-ura-ra,river-OBL-ERG
1,gadij-er,guy-PL
1,gadij-er,fellow-PL
1,gadi-eš-a,guy-OBL.PL-ERG
1,dünja-di,world.OBL-OBL(SUP)
2,awtobus-a,bus[R]-IN.ESS
1,ǯihil-er,young-PL
2,awtobus,bus[R]
2,ǯihil,young
1,gada=xa,guy=ADD
1,mamzilʲ-a=xʷa,time.OBL-IN.ESS=ADD
1,šafer-a-ra,driver-OBL-ERG
1,rɨš-e-d,girl-OBL-ATTR
1,ʁil-i,leg-SUP.ESS
1,gadi-je-ra,guy-OBL-ERG
2,mɨk,leg
1,walɨg-xad,cloth-?
5,sala,fat[R]
1,putʲi,way[R]
1,raˤɢ-a,road-IN(ESS)
1,gad-i-jed,guy-OBL-ATTR
1,ʁil-i=xʷa,leg-SUP.ESS=ADD
1,ʁil,leg
1,walɨg-mar-xad,clothes-PL-?
3,fewralʲ,february[R]
1,ostanovka-j-a,bus.stop[R]-OBL-SUP
2,abɨr-di-d,respect-OBL-ATTR
1,dunʁuz,pig
1,fevralʲ=xa,february[R]=ADD
3,waz,month
5,babaj,grandmother
4,babaj-dɨ,grandmother-ATTR
1,fatima,Fatima
1,did,father//
1,babadid-dɨ,grandfather-ATTR
3,ramazan,Ramazan
1,daˤʔwi-j-a,war-OBL-IN
2,muˤɢʷ-a,village-IN
1,jetim-a-kʷan,orphan-OBL-COM
1,daˁʔwi-ja-la,war-OBL-SUP.EL
1,gaš-e-kʷan,hunger-OBL-COM
1,mɨq'-ɨ-kʷan,cold-OBL-COM
4,armija,army[R]
1,ɢari-j-mar,wife-OBL-PL
2,semja-bɨr,family[R]-PL
1,sejdɨbeg-baj-dɨ,Seidibeg-CONTR-ATTR
1,mori-j-a,sea[R]-OBL-IN
1,xij-e,water
2,jer-a,place-IN
1,dux-re=xa,son-PL=ADD
1,sɨd-ɨ-la,year-OBL(SUP)-EL
1,q'ɨrq'-ɨ-χda,avalanche-OBL-POST
3,riši-d,sister-ATTR
1,jiˁq'lekʲda-d,middle-ATTR
1,waz=na,month=ADD
1,sur,side
1,fabrike,factory[R]
1,uboršʲitsa-wal-ikan,cleaner[R]-ABSTR-COM
1,usturuǯ-wali,guard-ABSTR
1,mixdab-a-d,school-OBL-ATTR
1,wɨɣle-š-is,man.PL-OBL-DAT
1,semja,family[R]
1,riši-jmaš-dɨ,sister-OBL.PL-ATTR
1,oblastʲ-a,region[R]-IN
1,q'ɨx-dɨ,senior-ATTR
1,ulanxol-a,ulanxol-IN
1,volgograd-dʲ-a,volgograd-ATTR-IN.EL
1,dajarka-waldɨ,milkmaid[R]-ABSTR
1,telʲatnica-waldɨ,calf.woman-ABSTR
1,wɨɣl-i-ra=xa,man-OBL-ERG-ADD
1,urus-aš-dɨ,Russian-OBL.PL-ATTR
1,urus-ar=xa,Russian-PL=ADD
2,volgograd-dʲ-a,volgograd-ATTR-IN.EL
2,daʁɨstan-a,Daghestan-IN.ESS
1,wɨɣl-i-ra,man-OBL-ERG
1,apiracii,surgery[R]
1,juq'u-dɨ,hard-ATTR
1,duχ-re,son-PL
1,xaǯalat=xa,misery=ADD
2,gruzin,Georgian
1,nin?,mother
1,armenin,Armenian
1,musulman=xʷa,Muslim=ADD
1,juldaš-e,friend-ERG
3,gaˤš-dɨ,hunger-ATTR
1,mɨɢ-dɨ,cold-ATTR
2,su,fried.grain.flour
2,ʁaˤnaˤχan,tonight
5,kašir,porridge
1,rɨˤɢ-a,road-IN.ESS
1,k'ɨmadana,early.morning
1,c'aj-bɨr,fire-PL
1,χɨla-bɨr=xa,hand-PL=ADD
1,c'ɨmɨ,?
2,gruzin-a-ra,Georgian-OBL-ERG
2,dawat-mɨ-k,wedding-OBL.PL-INTER.ESS
5,kef,pleasure
2,jak-ušir,morning-?
3,kef-di-k,pleasure-OBL-INTER.ESS
1,ermeni-ra,Armenian-ERG
3,musurman,Muslim
1,pejʁambar,prophet
1,malaik,angel
1,etim,orphan
2,kašir-a-kan,porridge-OBL-COM
2,naq',dream
1,neɢ-aː,dream-IN.EL
7,uq'-bɨr,grass-PL
1,baʁ-dɨ,garden-ATTR
1,ǯilǯilim,some.kind.of.plant
1,kɨšniš,coriander
1,irajχän,basil
1,suzmaud,dill
1,gezilbenǯir,some.kind.of.grass
2,ǯur-a-d,kind-OBL-ATTR
1,baʁ-dʲa,garden-OBL.IN.EL
1,palankaš-i,colander-OBL(SUP)
1,tin-bɨr,ingredient???-PL
1,sipɨl,onion
1,t'awɨr,?
3,q'el,salt
1,ʁɨlɨʁ-mar,egg-PL
1,ǯar,sour.cream
1,nise-bɨr,cheese-PL
1,azuk'ai-d,cottage.cheese-ATTR
7,lɨzɨd,dough
1,lɨz-di-k,dough-OBL-INTER.ESS
1,ʁɨlɨʁ,egg
4,gɨrc-bɨr,varenik-PL
4,xij-ekan,water.OBL-COM
1,mɨq'-dɨ,cold-ATTR
1,jamag-a-s,meal-OBL-DAT
3,haˤr,cooked
3,kunde-bɨr,???-PL
1,lɨz,dough
4,t'ile,leaf
1,t'at'al,stick
1,ɢul,board
2,t'ile-bɨr,leaf-PL
2,t'ile-ma,leaf-LIM(?)
5,heeg,pan
1,jik'ʲaa,heart.IN.EL
1,dur,spoon
1,q'el-dɨ,salt-ATTR
1,k'atardi,?
1,heeg-а-d,pan.OBL-ATTR
1,k'atar-di-χda,?
2,χaˤrad,butter
1,xɨle-š-is,woman.PL-OBL.PL-DAT
1,χaragwaj,?
1,sun-a,flour-IN.ESS
1,kasib-ar,poor-PL
1,hɨnči-da,god.OBL-APUB.ESS
4,paj,share
1,armʲa,Armenian
3,jevrej,Jew[R]
5,ɢruzin,Georgian
1,ruskij,Russian[R]
1,musurmanin,Muslim
1,hɨnči-d,god.OBL-ATTR
1,hɨnči-da=xʷa,god.OBL-APUD.ESS=ADD
1,um,intelligence[R]
1,saznanije,conscience[R]
1,haq'al-lɨ,intelligence-ADJ
1,haraqe,vodka
1,čaχɨr,wine
1,urus-χda,russian-SUB.ESS
1,haq'al,wit
1,prava,law[R]
1,paɢʷal-e-d,burdock-OBL-ATTR
1,t'ili-je-χda,leaf-OBL-SUB.ESS
1,keǯibra,last
1,hɨnčɨ-ra,god.OBL-ERG
1,paj-bɨr,share-PL
1,mɨče-bɨr,lie-PL
1,adekdot,anecdote[R]
1,gaˤš,hunger
1,mɨq',cold
3,daˤʔwi-j-a,war-OBL-IN.ESS
1,su,brother
1,xɨle-še-s,women-OBL.PL-DAT
1,q'ɨˤ-ne,winter-TEMP
1,ban,pasture
3,xɨw,bread
3,ɢazamiš,income
1,xɨw-a-χda,bread-OBL-SUB.ESS
1,manut,rouble
1,q'ɨˤd,winter
1,muˤɢʷ-u-daː,village-OBL-APUD.EL
1,azerbajǯan-a:,azerbaijan-IN.EL
1,huˤmur-di-d,life-OBL-ATTR
1,azerbajǯan-a-dɨ,azerbaijan-OBL-ATTR
2,qadar,Qadar
1,sɨw-a,mountain-OBL(SUP.ESS)
1,mɨq'-di-χda,cold-OBL-POST
1,oktjabr,october[R]
1,wɨs-a,sunny.slope-IN(ESS)
1,edemi-je-še-s,man-OBL-OBL.PL-DAT
1,ʁɨˤrčeqan-aši-s,hunter-OBL.PL-DAT
2,riši-jmar,sister-PL
1,xɨw-a,bread-OBL(SUP.ESS)
1,muˤɢʷ-aː-dɨ,village-IN.EL-ATTR
1,ǯigija-dɨ-bɨr,place.OBL-ATTR-PL
2,šü-be,brother.PL-PL
1,muˁɢʷ-u-d,village-OBL-ATYR
1,wɨɣle=xa,man.PL=ADD
1,ɢüdürɣe,turn
1,xɨle-š-dɨ,woman.PL-OBL.PL-ATTR
4,miχri,Mihri
4,hawalaj,Havalay
1,jiq'a-s-dɨ,middle-?
1,sanaˤʔat,craftwork
1,mɨsleʔaˤt-di-kan,agreement-OBL-COM
1,χindandaj,widowed
2,mirzaχan,Mirzakhan
4,baba,grandfather
3,salman,Salman
5,nekʲah,marriage
1,mirzaχan-ɨ-s,Mirzakhan-OBL-DAT
1,mirzaχan=xa,Mirzakhan=ADD
1,χal-laχ,house-?
2,χɨnime-r=xa,child.PL-PL=ADD
1,xɨnime-š-iχda,child.PL-OBL.PL-SUB(ESS)
1,baba-d=xa,grandfather-ATTR=ADD
1,xɨnime-r,child.PL-PL
1,xɨle-š-dɨ,woman.PL-OBL.PL-ATR
1,xɨle-š-e,woman.PL-OBL.PL-ERG
1,nin-waldɨ,mother-ABSTR
1,hawalai-s,havalay.OBL-DAT
2,baba-ji-s,grandmother-OBL-DAT
1,χɨnɨχ=na,child=AND
1,daˤʔwi=xa,war=ADD
1,daˤʔwi-jmɨ-d,war-OBL.PL-ATTR
1,tanɨš-waldɨ,meet-ABSTR
1,biliš-waldɨ,meet-ABSTR
1,sɨdɨ-χdɨ,year.OBL-sub(ess)
1,hawalaj-dɨ,havalay-ATTR
1,sɨdɨ,?
2,uˤmur,life
1,muhubade,in.a.friendly.way
1,huˤrmet-di-kan,respect-OBL-COM
1,jɨˤʁ-χɨr,day-?
1,jɨˤʁ,day
1,aferin-waldɨ,thank-ABSTR
1,baba-ji-s=na,grandmother-OBL-DAT=AND
2,nik'alaj,tsarist
3,ɢačaχ,outlaw
1,ɢačaχ-a-d,outlaw-OBL-ATTR
5,abdulla,Abdulla
2,ɢɨrɨc',Gyryc
1,ɢačaχ-waldɨ=xa,outlaw-ABSTR=ADD
1,warlɨ-waldɨ,rich-ABSTR
1,χɨlʲ-a,hand.OBL-IN.EL
1,ɢušim,army
1,warlɨ-ješ-da,rich-OBL.PL-APUD(ESS)
1,kasib-aši-s,poor-OBL.PL-DAT
1,supel-ej,moustache-?
1,šikɨlʲ-a,portray.OBL-IN(ESS)
1,k'alɨb,look
2,b\i-j,height
2,edemi-je-s,man-OBL-DAT
1,edemi-ješ-de,men-OBL.PL-LOC
1,atimati,trembling(?)
1,war=,?
1,warlɨ-ješ-is,rich-OBL.PL-DAT
1,ɢušim-a-da,army-OBL-ERG
2,allah-a-ra,Allah-OBL-ERG
1,wergič,?
2,juš-e-d,night-OBL-ATTR
5,rak,door
1,aˤr-ije,distance-?
1,abdulla-s,Abdulla-DAT
2,šak,feeling
1,ɢari-je-ra,wife-OBL-ERG
1,salam,salam
1,xɨdɨl-now-us,woman-OBL-DAT
1,abdulla-ra,Abdulla-ERG
2,guzel,Güzel
1,guzele-ra,Güzel.OBL-ERG
1,ebɨr,blood
1,šak-allɨ-diš,feeling-NMNLZ-NO
1,ari-je,distance-?
1,xalala,behind?
3,hi-nni-k,?-IN(ESS)
1,lejiχ,useful
1,buxax,beauty
1,xesɨm-a-la,face-IN-EL
1,sahal,hour
2,gag-dɨ,father.in.law-ATTR
3,gag,father.in.law
2,χajir,profit
2,χajiš,request
1,tawaq'a,request
1,kurus=xa,clothing=ADD
2,kub-a-s,pray-OBL-DAT
1,χɨl=xa,hand=ADD
2,dibir-a-xda,mullah-OBL-POST
1,dibir-a-da,mullah-OBL-ERG
1,hazima,fear
1,gič'-a-d,fear-OBL-ATTR
2,dibir-wal-i-kan,mullah-ABSTR-OBL-COM
1,musurman-e-d,Muslim-ATTR
1,šariat-i-kan,sharia-OBL-COM
1,aqsaqal,old.man
1,edemi-ji-χda,man-OBL-POST
2,ibram,Ibram
1,kiši-χda,men-POST
1,ibram=xa,Ibram=ADD
1,sir,secret
1,abɨr-lɨ,honour-ADJ
1,ramazan-a,ramazan-ERG
1,darɨxmɨš-waldɨ,??-ABSRT
1,xɨdɨ-nɨw-ɨkan,woman-OBL-COM
1,rizq',subsistance
2,q'ismat,fate
1,gura,?
1,šahad-aš-dɨ,witness-OBL.PL-ATTR
2,šahad-wal-i-kan,witness-ABSTR-OBL-COM
1,dibir-ad,mullah-ATTR
1,xɨdɨ-nɨw-dɨ,woman-OBL-ATTR
1,t'alak'-bɨr,divorce-PL
1,gunah,sin
1,t'alak',divorce
1,siqrigɨn,divorce
1,ismail,Ismail
1,ilči-waldɨ,matchmaker-ABSTR
1,sur-u-χ-la-dɨ,side-OBL-SUB-EL-ATTR
1,wakin,?
1,wakil,representative
1,xɨdɨ-nuw-dɨ,woman-OBL-ATTR
1,šahad-bɨr,witness-PL
1,kar-bɨr,thing-PL
